name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Robert L. Brown,"Robert L. Brown, Sr., Highway",Duval,https://en.wikipedia.org/wiki/Robert_L._Brown,Found,"The provided content does not contain specific biographical details about an individual named Robert L. Brown, as it primarily lists Wikipedia navigation links and section headers for different categories (e.g., entertainers, military, politicians). Without direct access to the actual biographical text, key life events such as birth/death dates, profession, or achievements cannot be confirmed. The sections suggest multiple people may share this name across fields like sports, politics, and the military. Further context is required to generate an accurate summary for a specific Robert L. Brown.",,,,not found,not found,not found,no,no,no,no
Ronald W. Reagan,Ronald W. Reagan Memorial Highway,Duval,https://en.wikipedia.org/wiki/Ronald_W._Reagan,Found,"Ronald Wilson Reagan was born on February 6, 1911, in Tampico, Illinois, USA, and passed away on June 5, 2004, in Los Angeles, California. He began his career as a Hollywood actor and later became a prominent political figure, serving as the 33rd Governor of California (1967–1975) before becoming the 40th President of the United States (1981–1989). Known for his conservative policies, Reagan played a key role in ending the Cold War and revitalizing the American economy through 'Reaganomics.' His leadership left a lasting impact on global politics and conservative ideology in the late 20th century.","['Eureka College, Bachelor of Arts in Economics and Sociology']",1911-02-06,2004-06-05,"Tampico, Illinois, United States","Los Angeles, California, United States",male,yes,yes,yes,no
Roy Willis,Roy Willis Street,Duval,Not Found,Not Found,,,,,,,,,,,
St. Elmo W. Acosta,St. Elmo W. Acosta Bridge,Duval,https://en.wikipedia.org/wiki/St._Elmo_W._Acosta,Found,"St. Elmo W. Acosta was a notable figure whose life details are sparsely documented in available sources. His birth and death dates, as well as specific achievements, remain largely unverified or unrecorded in public archives. No clear profession or field of expertise is prominently associated with his name based on the provided content. Historical significance or contributions attributed to him are not explicitly outlined in the referenced material.",,,,not found,not found,male,no,no,no,no
Tom Marshall,Tom Marshall Bridge,Duval,https://en.wikipedia.org/wiki/Tom_Marshall,Found,"The provided Wikipedia content does not include any biographical details about Tom Marshall. No information regarding birth, death, profession, or notable achievements is available in the extracted text. The page appears to be either incomplete or a placeholder without substantive content. Without additional data, a meaningful summary cannot be constructed.",,,,not found,not found,not found,no,no,no,no
Willie F. Faust,Willie F. Faust Boulevard,Duval,Not Found,Not Found,,,,,,,,,,,
Ricky Lord,Sergeant Ricky Lord Memorial Highway,Gilchrist,https://en.wikipedia.org/wiki/Freeway_Ricky_Ross,Found,"Freeway Ricky Ross, born January 26, 1960, is a former American drug trafficker who became one of the most notorious figures in the U.S. cocaine trade during the 1980s. Operating primarily in Los Angeles, he built a massive drug empire that reportedly moved hundreds of millions of dollars' worth of cocaine, linking him to the CIA-contra scandal. After serving 13 years in federal prison, he reinvented himself as an author, motivational speaker, and entrepreneur, advocating against drug abuse and mass incarceration. His life story has been widely documented in books, films, and media, cementing his controversial yet influential role in American criminal history.",,1960-01-26,,"Troup, Texas, United States",not found,male,yes,no,no,yes
R. Stanley Adams,R. Stanley Adams Memorial Highway,Hamilton,https://en.wikipedia.org/wiki/R._Stanley_Adams,Found,"R. Stanley Adams was an American politician and businessman born in 1889. He served as a member of the United States House of Representatives from New York from 1945 to 1947. Adams was known for his contributions to public service and his involvement in local and national politics during the mid-20th century. He passed away in 1965, leaving a legacy in New York's political history.","['Cornell University, Bachelor of Arts', 'Cornell Law School, Law Degree']",1889-06-12,1965-09-26,"New York City, New York, USA","New York City, New York, USA",male,no,yes,no,no
Frank R. Norris,Frank R. Norris Bridge,Lafayette,https://en.wikipedia.org/wiki/Frank_Norris,Found,"Frank Norris was an American novelist born on March 5, 1870, who became a prominent figure in the Naturalist literary movement. He is best known for works like McTeague (1899) and The Octopus (1901), which explored themes of determinism and social struggle. Norris studied at the University of California, Berkeley, and later at Harvard, shaping his literary perspective. He died at the age of 32 on October 25, 1902, leaving a lasting impact on American literature despite his short career.","['University of California, Berkeley', 'Harvard University']",1870-03-05,1902-10-25,"Chicago, Illinois, United States","San Francisco, California, United States",male,no,no,no,no
Fred P. Parker,Fred P. Parker Memorial Bridge,Lafayette,Not Found,Not Found,,,,,,,,,,,
Hal W. Adams,Hal W. Adams Bridge,Lafayette,Not Found,Not Found,,,,,,,,,,,
Stanley H. Cannon,Sheriff Stanley H. Cannon Memorial Highway,Lafayette,Not Found,Not Found,,,,,,,,,,,
Forest Ranger Edward O. Peters,Forest Ranger Edward O. Peters Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
Marine Lance Corporal Brian R. Buesing,Marine Lance Corporal Brian R. Buesing Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
SPC James A. Page,U.S. Army SPC James A. Page Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
United States Army Sergeant Karl A. Campbell,United States Army Sergeant Karl A. Campbell Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
United States Army Specialist Brandon Tyler Thorsen,United States Army Specialist Brandon Tyler Thorsen Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
William R. Coulter,William R. Coulter Highway,Levy,https://en.wikipedia.org/wiki/William_A._Coulter,Found,"William A. Coulter (1849–1936) was an American maritime artist known for his detailed paintings of ships and coastal scenes. Born in Ireland, he immigrated to the U.S. as a child and became one of the foremost ship portraitists of the late 19th and early 20th centuries. His works documented the transition from sail to steam, capturing iconic vessels like the Cutty Sark and Falls of Clyde. Coulter's art remains significant for its historical accuracy and contribution to maritime heritage.",,1849,1936,"Glenmornan, County Tyrone, Ireland","San Francisco, California, USA",male,no,no,no,no
Raeburn C. Horne,Raeburn C. Horne Memorial Highway,Madison,https://en.wikipedia.org/wiki/Raeburn_C._Horne,Found,"Raeburn C. Horne was a notable figure whose life details are sparsely documented in available sources. Limited information exists about his birth or death dates, professional career, or specific achievements. No major historical significance or widely recognized contributions are attributed to him based on the provided content. The lack of detailed records makes it difficult to assess his impact or legacy.",,,,not found,not found,male,no,no,no,no
Bill Pearce,Bill Pearce Highway,Multiple Counties,https://en.wikipedia.org/wiki/Bill_Pearce,Found,"Bill Pearce was an American jazz drummer and bandleader born in 1927, best known for his contributions to big band and swing music during the mid-20th century. He began his career performing at a young age and later served in the United States Marine Corps, where he continued to develop his musical talents. After his military service, Pearce pursued higher education while maintaining an active career in music, recording several albums and performing widely. He passed away in 2015, leaving behind a legacy as a respected figure in the jazz community and a versatile musician with a multi-faceted career.","['University of Miami', ""Bachelor's degree in Music Education""]",1927-09-19,2015-12-15,"Pennsylvania, United States","Florida, United States",male,no,no,yes,yes
Blue Springs,Blue Springs Highway,Multiple Counties,https://en.wikipedia.org/wiki/Blue_Springs,Found,"The provided content does not contain biographical information about a person but instead references 'Blue Springs,' which appears to be a geographical location or topic. No birth/death dates, professions, achievements, or historical significance related to an individual were found in the provided Wikipedia navigation and metadata. The content is limited to Wikipedia's interface elements, language options, and administrative links. Without additional context or actual biographical data, no personal summary can be generated.",,,,not found,not found,not found,no,no,no,no
