name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
R. Stanley Adams,R. Stanley Adams Memorial Highway,Hamilton,https://en.wikipedia.org/wiki/R._Stanley_Adams,Found,"Robert Stanley Adams was a British politician and trade unionist born on March 12, 1883. He served as a Member of Parliament (MP) for the Labour Party, representing the West Bromwich constituency from 1929 to 1931 and again from 1935 until his death. Adams was also a prominent figure in the National Union of General Workers, advocating for workers' rights during the early 20th century. He passed away on October 16, 1944, leaving a legacy in British labor and political history.",,1883-03-12,1944-10-16,"West Bromwich, England, United Kingdom","West Bromwich, England, United Kingdom",male,no,yes,no,no
Frank R. Norris,Frank R. Norris Bridge,Lafayette,https://en.wikipedia.org/wiki/Frank_Norris,Found,"Frank Norris was an American novelist born on March 5, 1870, known for his works in the naturalist literary movement. He gained prominence for novels like McTeague (1899) and The Octopus (1901), which explored themes of social struggle and determinism. Norris studied at the University of California, Berkeley, and later at Harvard, shaping his literary career. He died at the age of 32 on October 25, 1902, leaving a lasting influence on American literature despite his short life.","['University of California, Berkeley', 'Harvard University']",1870-03-05,1902-10-25,"Chicago, Illinois, United States","San Francisco, California, United States",male,no,no,no,no
Fred P. Parker,Fred P. Parker Memorial Bridge,Lafayette,Not Found,Not Found,,,,,,,,,,,
Hal W. Adams,Hal W. Adams Bridge,Lafayette,Not Found,Not Found,,,,,,,,,,,
Stanley H. Cannon,Sheriff Stanley H. Cannon Memorial Highway,Lafayette,Not Found,Not Found,,,,,,,,,,,
Forest Ranger Edward O. Peters,Forest Ranger Edward O. Peters Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
Marine Lance Corporal Brian R. Buesing,Marine Lance Corporal Brian R. Buesing Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
SPC James A. Page,U.S. Army SPC James A. Page Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
United States Army Sergeant Karl A. Campbell,United States Army Sergeant Karl A. Campbell Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
United States Army Specialist Brandon Tyler Thorsen,United States Army Specialist Brandon Tyler Thorsen Memorial Highway,Levy,Not Found,Not Found,,,,,,,,,,,
William R. Coulter,William R. Coulter Highway,Levy,https://en.wikipedia.org/wiki/William_A._Coulter,Found,"William A. Coulter was a 19th-century American maritime painter known for his detailed depictions of ships and coastal scenes. Born in 1849 in Ireland, he immigrated to the United States and became a prominent artist in San Francisco during the late 1800s. His works are celebrated for their accuracy and contribution to documenting the maritime history of the West Coast. Coulter died in 1936, leaving behind a legacy as one of California’s foremost ship portraitists.",,1849-01-01,1936-01-01,Ireland,"San Francisco, California, United States",male,no,no,no,no
Raeburn C. Horne,Raeburn C. Horne Memorial Highway,Madison,https://en.wikipedia.org/wiki/Raeburn_C._Horne,Found,"Raeburn C. Horne was an American figure whose specific life details are minimally documented in available sources. No birth or death dates are widely recorded, limiting precise biographical context. His notable achievements or profession remain unclear due to the lack of comprehensive historical references. Horne’s historical significance is similarly ambiguous without further documented contributions or roles in public records.",,,,not found,not found,male,no,no,no,no
Bill Pearce,Bill Pearce Highway,Multiple Counties,https://en.wikipedia.org/wiki/Bill_Pearce,Found,"Bill Pearce was an American drummer best known for his early jazz performances and military service. Born in 1927, he gained recognition as a child prodigy, performing with notable bands like the Gene Krupa Orchestra at age 11. Pearce served in the United States Marine Corps during World War II before pursuing further careers in music and education. He passed away in 2015, leaving behind a legacy in both jazz drumming and military history.","['University of Miami', ""Bachelor's degree in Music Education""]",1927-01-01,2015-01-01,not found,not found,male,no,no,yes,yes
Blue Springs,Blue Springs Highway,Multiple Counties,https://en.wikipedia.org/wiki/Blue_Springs,Found,"The provided content does not contain biographical information about a person but instead references 'Blue Springs,' which appears to be a geographical location or disambiguation page. No details about birth, death, profession, or achievements of an individual are present in the given text. The links suggest multiple language entries for 'Blue Springs,' likely referring to places or other non-person entities. Without specific biographical data, no summary of a person can be generated.",,,,not found,not found,not found,no,no,no,no
Browning Pearce,Browning Pearce Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Carly_Pearce,Found,"Carly Pearce is an American country music singer-songwriter born on April 24, 1990. She gained prominence with her 2017 breakout single Every Little Thing, which topped the Billboard Country Airplay chart and earned her widespread acclaim. Pearce has since released critically praised albums like 29: Written in Stone (2021) and Hummingbird (2023), solidifying her status as a leading voice in modern country music. Known for her emotive vocals and storytelling, she has won multiple awards, including the CMA Award for Female Vocalist of the Year and a Grammy for Best Country Duo/Group Performance with Lee Brice for I Hope You're Happy Now.",,1990-04-24,,"Taylor Mill, Kentucky, United States",not found,female,no,no,no,yes
Charley E. Johns,Charley E. Johns Highway,Multiple Counties,https://en.wikipedia.org/wiki/Charley_E._Johns,Found,"Charley Eugene Johns was an American politician born on March 12, 1905, in Starke, Florida. He served as the 31st Governor of Florida from 1953 to 1955, succeeding Governor Fuller Warren after a controversial election. Johns was a staunch segregationist and played a key role in resisting racial integration during the civil rights era. He passed away on May 23, 1995, leaving a divisive legacy in Florida’s political history.","['University of Florida, Bachelor of Science in Agriculture', 'University of Florida College of Law, Juris Doctor']",1905-03-12,1995-05-23,"Starke, Florida, United States","Starke, Florida, United States",male,no,yes,no,no
Coach Jermaine D. Hall,Coach Jermaine D. Hall Memorial Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Correctional Officers,Correctional Officers Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Correctional_Service_of_Canada,Found,"The provided content describes the Correctional Service of Canada (CSC), a federal agency responsible for administering sentences for offenders sentenced to two years or more. It does not pertain to an individual, thus no biographical details such as birth, death, or personal achievements are available. The CSC oversees corrections, rehabilitation, and reintegration programs across Canada, with a history dating back to the 19th century. Its development includes key phases like reformation, rehabilitation efforts, and formal commissioning as a structured service.",,,,not found,not found,not found,no,no,no,no
Ed Fraser,Ed Fraser Memorial Highway,Multiple Counties,https://en.wikipedia.org/wiki/Elizabeth_Fraser,Found,"Elizabeth Fraser is a Scottish singer and songwriter born on August 29, 1963, best known as the lead vocalist of the influential dream pop band Cocteau Twins (1981–1997). Her ethereal voice and innovative vocal techniques earned critical acclaim and a cult following, shaping the sound of alternative and shoegaze music. After the band's dissolution, she pursued a solo career, releasing sparse but impactful work, including collaborations with artists like Massive Attack and Peter Gabriel. Fraser remains a pioneering figure in experimental and ambient music, celebrated for her unique artistic vision and emotional depth.",,1963-08-29,,"Grange, Edinburgh, Scotland, United Kingdom",not found,female,no,no,no,yes
Hinely Parker,Hinely Parker Highway,Multiple Counties,https://en.wikipedia.org/wiki/Charlie_Parker,Found,"Charlie Parker, born August 29, 1920, was an American jazz saxophonist and composer who revolutionized modern jazz through his development of bebop. Known for his virtuosic technique and innovative improvisations, he became one of the most influential figures in jazz history. Parker collaborated with legends like Dizzy Gillespie and Miles Davis, leaving a lasting impact on music with compositions like 'Ornithology' and 'Ko-Ko.' He died on March 12, 1955, at the age of 34, but his legacy endures as a defining force in 20th-century music.",,1920-08-29,1955-03-12,"Kansas City, Kansas, United States","New York City, New York, United States",male,no,no,no,yes
