OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,BILL_DESCRIPTION,BILL_YEAR,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,Clean_Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,Noah_Thinks_is_Real
151,Miami‐Dade,87.0,"Bishop Isaiah S. Williams, Jr., Street","That portion of S.R. 860/Miami Gardens Drive/N.W. 183rd Street between S.R. 817/N.W. 27th Avenue and N.W. 42nd Avenue in Miami-Dade County is designated as ""Bishop Isaiah S. Williams, Jr., Street.""",SR-860,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,183rd Street,,,,,,149.0,,1.0,66a2b522-e2bf-4f33-bde8-69adb4682716,2691.81850508515,,,Not Found,no,,Not Found,7.0,False,seq=18.2; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Miami‐Dade,87.0,Ronald A. Silver Drive,"That portion of S.R. 60/Miami Gardens Drive between S.R. 915/N.E. 6th Avenue and U.S. 1/S.R. 5 in Miami-Dade County is designated as ""Ronald A. Silver Drive.""",SR-860,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,Miami Gardens Drive,,,,,,150.0,,0.0,95da1c41-0268-4bb2-bc61-f53837cd8574,4910.2460129186,,,https://en.wikipedia.org/wiki/Ron_Silver_%28politician%29,no,1936-01-01,Found,26.4,True,seq=15.4; fl:+10; county-miss:-8; us:+5,"Ron Silver was an American politician known for his service in the Nevada Legislature. Born in 1936, he represented Clark County in the Nevada Assembly during the 1970s. Silver was a member of the Democratic Party and contributed to state-level policy and governance. His political career marked him as a notable figure in Nevada's legislative history during that era.",,,not found,not found,male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
154,Miami‐Dade,87.0,Phares Duverne Highway,"That portion of S.R. 909/W. Dixie Highway between N.E. 6th Avenue and N.E. 10th Avenue in Miami-Dade County is designated as ""Phares Duverne Highway.""",SR-909,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,W. Dixie Highway,,,,,,152.0,,1.0,23d4f86d-804e-4970-878b-80c6c294f5b5,1419.27415109675,,,Not Found,no,,Not Found,0.0,False,seq=3.1; last-mismatch:-4; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Miami‐Dade,87.0,Sergeant Carl Mertes Street,"That portion of S.R. 922/N.E. 125th Street between N.E. 8th Avenue and N.E. 9th Avenue in Miami-Dade County is designated as ""Sergeant Carl Mertes Street.""",SR-922,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,N.E. 125th Street,,,,,,153.0,,0.0,78009260-4652-4f0f-9a5d-06054420d7bd,222.68059322586,,,https://en.wikipedia.org/wiki/Konrad_Adenauer,no,1876-01-05,Found,42.2,True,seq=6.2; last-mismatch:-4; human:+40; mil:+15; fl-miss:-10; county-miss:-8; us:+5,"Konrad Adenauer was born on January 5, 1876, and died on April 19, 1967. He was a German statesman who served as the first Chancellor of the Federal Republic of Germany (West Germany) from 1949 to 1963, playing a pivotal role in its post-World War II reconstruction and integration into Western Europe. A member of the Christian Democratic Union (CDU), he is widely regarded as one of the founding fathers of modern Germany and a key architect of its economic recovery. His leadership also fostered strong ties with Western allies, particularly the United States and France, during the Cold War era.","['University of Freiburg', 'Law and Political Science', 'University of Munich', 'University of Bonn']",1967-04-19,"Cologne, North Rhine-Westphalia, Germany","Rhöndorf, North Rhine-Westphalia, Germany",male,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,
156,Miami‐Dade,87.0,Stanley G. Tate Boulevard,"That portion of S.R. 922 between N.E. 10th Avenue and N. Bayshore Drive in Miami-Dade County is designated as ""Stanley G. Tate Boulevard.""",SR-922,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,N.E. 123rd Street,,,,,,154.0,,0.0,68067996-4b6c-41af-a3b0-e52b71dc8aa5,3002.70179903033,,,Not Found,no,,Not Found,3.1,False,seq=7.1; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,Stanley G. Tate,businessperson,,male,1928-04-25,2024-07-26,https://en.wikipedia.org/wiki/Stanley_G._Tate,True
157,Miami‐Dade,87.0,Jacob Fleishman Street,"That portion of S.R. 934/N.W. 81st Street between U.S. 441/S.R. 7/N.W. 7th Avenue and N.W. 12th Avenue in Miami-Dade County is designated as ""Jacob Fleishman Street.""",SR-934,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,N.W. 81st Street,,,,,,155.0,,0.0,0c8d053b-4123-4709-b091-052a3bb579b4,909.222669954836,,,https://en.wikipedia.org/wiki/Josh_Radnor,no,1974-07-29,Found,30.2,True,seq=9.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Josh Radnor is an American actor, director, and musician born on July 29, 1974. He is best known for his role as Ted Mosby in the long-running CBS sitcom How I Met Your Mother (2005–2014), which earned him widespread recognition. Radnor has also directed and starred in independent films like Happythankyoumoreplease (2010) and Liberal Arts (2012), showcasing his versatility beyond acting. Beyond television and film, he is involved in music, performing as part of the folk-rock duo Radnor & Lee.","['Kenyon College, Gambier, Ohio', 'Bachelor of Arts in Drama', 'New York University, Tisch School of the Arts', 'Master of Fine Arts in Acting']",,"Columbus, Ohio, United States",not found,male,no,no,no,yes,,,,,,,,,,,,,,,,,,,,
158,Miami‐Dade,87.0,Miami Springs Boulevard,"That portion of S.R. 948/N.W. 36th Street between N.W. South River Drive and Curtiss Parkway/N.W. 57th Avenue in Miami-Dade County is designated as ""Miami Springs Boulevard.""",SR-948,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,N.W. 36th Street,,,,,,156.0,,0.0,13e52102-83f2-409e-895c-aba6a0bd538e,2912.67872098915,,,https://en.wikipedia.org/wiki/Lomas_Brown,no,1963-03-30,Found,49.3,True,seq=8.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Lomas Brown is a former American professional football player born on March 30, 1963, in Miami, Florida. He played as an offensive tackle in the NFL for 18 seasons, primarily with the Detroit Lions, earning seven Pro Bowl selections. Brown was known for his durability and skill, becoming a key figure in the Lions' offensive line during the 1990s. After retiring, he transitioned into sports broadcasting and remains a respected analyst in the football community.","['University of Florida', ""Bachelor's Degree in Public Relations""]",,"Miami, Florida, United States",not found,male,yes,no,no,no,,,,,,,,,,,,,Miami Springs,,,,,,"https://en.wikipedia.org/wiki/Miami_Springs,_Florida",True
159,Miami‐Dade,87.0,Guillermo Zamora Boulevard,"That portion of S.R. 968/W. Flagler Street/S.W. 1st Street between S.W. 6th Avenue to S.W. 17th Avenue in Miami-Dade County is designated as ""Guillermo Zamora Boulevard.""",SR-968,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,W. Flagler Street,,,,,,157.0,,1.0,3d855706-7e79-41dc-afc2-de8a499286d2,2060.4072539344,,,https://en.wikipedia.org/wiki/Gonzalo_S%C3%A1nchez_de_Lozada,no,1930-07-01,Found,47.8,True,seq=6.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Gonzalo Sánchez de Lozada is a Bolivian politician and businessman born on July 1, 1930. He served as the President of Bolivia twice, first from 1993 to 1997 and again from 2002 to 2003, during which he implemented significant economic reforms, including the controversial 'capitalization' program privatizing state industries. Known for his pro-market policies, his second term ended prematurely amid widespread protests and civil unrest, leading to his resignation and subsequent exile in the United States. Sánchez de Lozada remains a polarizing figure in Bolivian history, symbolizing both modernization efforts and social conflict during his political career.","['University of Chicago, Bachelor of Arts in Literature', 'University of Chicago, Graduate Studies (no degree specified)']",,"La Paz, Bolivia",not found,male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
160,Miami‐Dade,87.0,Rene Ledesma Way,"That portion of S.R. 973/S.W. 87th Avenue between S.W. 68th Street and S.W. 70th Street in Miami-Dade County is designated as ""Rene Ledesma Way.""",SR-973,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,S.W. 87th Avenue,,,,,,158.0,,0.0,52e7d384-cefc-4886-89f0-cab0c2d6d36a,222.553822487269,,,https://en.wikipedia.org/wiki/RJ_Ledesma,no,,Found,42.0,True,seq=16.4; human:+40; fl-miss:-10; county-miss:-8,"RJ Ledesma is a Filipino television host, writer, and entrepreneur known for his work in Philippine media. Born in the Philippines, he gained prominence as a VJ for MTV Asia and later hosted various lifestyle and entertainment shows. Ledesma has also authored books and ventured into business, including founding a digital marketing agency. His career spans television, writing, and entrepreneurship, making him a notable figure in Philippine pop culture.","['Ateneo de Manila University, Bachelor of Science in Management Engineering']",,not found,not found,male,no,no,no,no,,,,,,,,,,,,,,,,,,,,
163,Miami‐Dade,87.0,Larcenia Bullard Way,"That portion of S.R. 992/152nd Street between U.S. 1 and 117th Avenue in Miami-Dade County is designated as ""Larcenia Bullard Way.""",SR-992,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,152nd Street,,,,,,161.0,,0.0,770a0300-96ef-4100-bdfc-0526ccb4fc31,4589.22872182608,,,https://en.wikipedia.org/wiki/Larcenia_Bullard,yes,1947-03-12,Found,67.0,True,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Larcenia Bullard was an American politician born on March 12, 1947, in Miami, Florida. She served as a Democratic member of the Florida House of Representatives from 2000 to 2008 and later in the Florida Senate from 2008 to 2012. Bullard was known for her advocacy on education, healthcare, and social justice issues during her political career. She passed away on September 1, 2022, leaving a legacy in Florida's legislative history.","[""Florida Agricultural and Mechanical University (FAMU), Bachelor's Degree"", ""Nova Southeastern University, Master's Degree in Public Administration""]",2022-09-01,"Miami, Florida, United States","Miami, Florida, United States",female,no,yes,no,no,,,,,,,,,,,,,Larcenia Bullard,politician,,female,1947-07-21,2013-03-16,https://en.wikipedia.org/wiki/Larcenia_Bullard,True
164,Miami‐Dade,87.0,Reverend John A. Ferguson Street,"That portion of S.R. 992/S.W. 152nd Street/Coral Reef Drive between S.R. 821/Homestead Extension of the Florida Turnpike and S.W. 99th Court in Miami-Dade County is designated as ""Reverend John A. Ferguson Street.""",SR-992,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,S.W. 152nd Street,,,,,,162.0,,0.0,7e80c814-1f57-46c6-9d85-fad3578be765,2879.79012419417,,,Not Found,no,,Not Found,12.4,False,seq=11.4; rel:+15; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Miami‐Dade,87.0,Robert M. Levy Memorial Boulevard,"That portion of S.R. 997/Krome Avenue between S.W. 344th Street and S.W. 177th Court in Miami-Dade County is designated as ""Robert M. Levy Memorial Boulevard.""",SR-997,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,South Krome Avenue,,,,,,163.0,,0.0,39df0484-23c1-42ac-93d9-4fc5f1f3c2e2,1056.73377789034,,,Not Found,no,,Not Found,8.7,False,seq=7.7; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Miami‐Dade,87.0,Arthur & Polly Mays Memorial Highway,"That portion of U.S. 1/S.R. 5/S. Dixie Highway between S.W. 220th Street to S.W. 216th Street in Miami-Dade County is designated as ""Arthur & Polly Mays Memorial Highway.""",US-1,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,S. Dixie Highway,,,,,,164.0,,1.0,eaf2c8ce-9508-4c40-95cd-de4d0948f4a7,609.515690934486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Miami‐Dade,87.0,Herman Echevarria Way,"That portion of U.S 27/S.R. 25 between W. 9th Street and E/S.E. 1st Avenue within the city of Hialeah is designated as ""Herman Echevarria Way.""",US-27,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,Okeechobee Road,,,,,,166.0,,0.0,58544b27-3f50-4013-aff4-7d7738104d1b,1486.23390379491,,,Not Found,no,,Not Found,24.0,False,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Miami‐Dade,87.0,Belen Presidents Way,"That portion of U.S. 41/S.R. 90/Tamiami Trail/S.W. 8th Street between S.W. 127th Avenue to S.W. 132nd Avenue in Miami-Dade County is designated as ""Belen Presidents Way.""",US-41,CS/CS/SB 820,2014/07/01 05:00:00+00,2014.0,6.0,Tamiami Trail,,,,,,167.0,,0.0,56baf497-c67e-4e18-a1c4-93e1eb026477,1015.60615517264,,,https://en.wikipedia.org/wiki/Carlos_Pr%C3%ADo_Socarr%C3%A1s,no,1903-07-14,Found,47.7,True,seq=6.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Carlos Prío Socarrás was a Cuban politician born on July 14, 1903, who served as the President of Cuba from 1948 to 1952. Known for his progressive reforms and efforts to modernize the country, his administration was marked by economic growth and social programs. However, his presidency ended amid political turmoil and allegations of corruption, leading to his exile after Fulgencio Batista's coup in 1952. Prío died on April 5, 1977, in Miami, Florida, after years of living abroad following his ousting from power.","['University of Havana', 'Law Degree']",1977-04-05,"Bahía Honda, Pinar del Río, Cuba","Miami, Florida, United States",male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
171,Miami‐Dade,87.0,Lorenzo de Toro Way,"That portion of U.S. 41/S.R. 90/S.W. 8th Street between S.W. 53rd Avenue and S.W. 56th Avenue in Miami-Dade County is designated as ""Lorenzo de Toro Way.""",US-41,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,S.W. 8th Street,,,,,,169.0,,0.0,04ec9085-3b52-4cdc-8bb0-9beb96a584e1,457.280109087715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Monroe,90.0,Indian Key Irving R. Eyster Bridge,"Bridge number 900095 over Indian Key Channel on U.S. 1/S.R. 5 in Monroe County is designated as ""Indian Key Irving R. Eyster Bridge.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014.0,6.0,,,,,,,172.0,,0.0,ab514956-e37a-4098-b15e-ade4865b3e6f,687.30403425946,,,Not Found,no,,Not Found,0.0,False,seq=5.4; last-mismatch:-4; fl-miss:-10; county-miss:-8; nobility:-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Hillsborough,10.0,"RADM LeRoy Collins, Jr., Veterans Expressway","That portion of S.R. 589 and S.R. 568/Veterans Expressway between S.R. 60/Courtney Campbell Causeway and S.R. 597/Dale Mabry Highway in Hillsborough County is designated as “RADM LeRoy Collins, Jr., Veterans Expressway.”",SR-589,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014.0,7.0,Veterans Expressway,,,,,,175.0,,1.0,0a7ce6de-8686-4ea8-bdb5-8a92ef84971a,28190.9678452232,S. Highway 17/State Road 15 and Carriage Drive in Putnam County is designated as “Veterans Memorial Highway. Boyd and Zapata (CS/SB 1026 by Transportation Committee and Senator Oelrich) This bill makes honoray designations of the following roads: That portion of State Road 26 between the Levy County line and the Alachua County line in Gilchrist County is designated as “Veterans Memorial Highway. That portion of State Road 26 between the Levy County line and the Alachua County line in Gilchrist County is designated as “Veterans Memorial Highway.,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Pasco,14.0,Gulf Coast Highway,"That portion of U.S. 19/S.R. 55 between the Pinellas County line and the Hernando County line in Pasco County is designated as ""Gulf Coast Highway.""",US-19,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,7.0,,,,,,,176.0,,0.0,2afff1bc-6527-4b1f-bd17-1a250f4b7341,36106.7650135543,,,https://en.wikipedia.org/wiki/Nature_Coast,no,,Found,34.7,True,seq=12.7; fl:+10; county:+8,"The provided content does not contain biographical information about a person but instead appears to be a Wikipedia navigation and header section for the 'Nature Coast' article. No details about birth, death, profession, achievements, or historical significance of an individual are present. The content includes Wikipedia menu links, search tools, and appearance settings rather than personal biographical data. Thus, no meaningful summary of a person's life can be generated from this material.",,,not found,not found,not found,no,no,no,no,,,,,,,,,,,,,Gulf Coast,,,,,,https://en.wikipedia.org/wiki/Gulf_Coast_of_the_United_States,True
179,Pinellas,15.0,C.W. 'Bill' Young Memorial Highway,"That portion of S.R. 694/C.R. 694/Park Boulevard between U.S. 19/S.R. 55 and S.R. 699 Gulf Boulevard in Pinellas County is designated as ""C.W. 'Bill' Young Memorial Highway.""",,"CS/CS/SB 
820",2014/07/01 05:00:00+00,2014.0,7.0,Park Boulevard,,,,,,177.0,,1.0,74262614-e49d-488c-88ae-e0c06f2e67cf,6491.638605733,W. 56th Avenue in Broward County is designated as “Pembroke Park Boulevard.,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Pinellas,15.0,Purple Heart Trail,"That portion of S.R. 60 between the Hillsborough County line and Mandalay Avenue in Pinellas County is designated as ""Purple Heart Trail.""",SR-60,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,7.0,Causeway Boulevard,,,,,,180.0,,0.0,341ecb6d-9b14-477f-bd1f-7eb63895ee5e,20836.1568010076,That portion of State Road 397 from Government Avenue to the North gate of Eglin Air Force Base in Okaloosa County is designated as “Colonel Bud Day Boulevard.,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,True
