OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
199,Oklahoma Technology Corridor,Between I-35 and the Intersection of E. 36th Street in Norman.,2005,,Cleveland,SH 9,3,Oklahoma Technology Corridor,Between I‐35 and the intersection of E. 36th Street in Norman.,1676,"Senate Bill 698, c. 474, § 23, Okla. Session Laws 2005; Commission Item 117 (A, 2), 7‐6‐05.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.100712647540632
200,Old Greer County Highway,The section beginning at the North Fork of the Red River south to the Texas State line.,1996,,Greer,US 283,5,Old Greer County Highway,The section beginning at the North Fork of the Red River south to the Texas State Line.,,"S. C. Res. 75, Okla. Session Laws 1996, pg. 1947;  Commission Item 139‐E, 8‐5‐96.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,1.10026907222224
201,Oscar F. Sewell Mem Drive,From Harrison Street in Pawnee north and east to the Black Bear Creek Bridge.,1954,,Pawnee,SH-18,8,Oscar Sewell Drive,From Harrison Street in Pawnee north and east to the Black Bear Creek Bridge.,,"Commission Item 144, 3‐9‐54.","He was an outstanding citizen of Pawnee, Oklahoma.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.00558365770094917
202,Owen K. Garriot Road,Through the City of Enid on previous Lahoma and Market Streets.,1975,,Garfield,"US-60, US-64 & US-412",4,Owen K. Garriot Road,Through the City of Enid on previous Lahoma and Market Streets.,,"H. C. Res. 1030, Okla. Session Laws 1975, pg. 768. ","A Scientist‐Astronaut, who space flights were aboard Skylab in 1973 and Spacelab‐1 in 1983.  He was born on November 22, 1930, in Enid, Oklahoma.  He received a B.S. degree in Electrical Engineering from the University of Oklahoma, a M.S. and Ph.D. in",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Electrical Engineering from Stanford University, an Honorary Doctorate of Science from Phillips University in Enid, Oklahoma, the NASA Distinguished Service Medal, and the NASA Space Flight Medal.",1,,,0.328234534312846
203,Paul Carlile Road,A section of SH-10 between I-40 and US 64.,1977,,Sequoyah,SH 10,1,Paul Carlile Road,A section of SH-10 between I‐40 and US 64. ,,"Commission Item 157, 9‐6‐77.","Served as an Oklahoma Highway Commissioner from March 12, 1947, to January 28, 1959.  He had served on the first eight‐man Highway Commission, appointed by former Governor Roy J. Turner.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0217612652147962
204,Paul Harvey Memorial Expressway,A section of US-75 beginning at US 412 extending south to US 64.,2012,,Tulsa,US 75,8,Paul Harvey Memorial Expressway,A section of US-75 beginning at US 412 extending south to US 64.,1698.121.,"House Bill 3108, c. 305, § 5, Okla. Session Laws 2012; Commission Item 92(I, b, 16), 7‐2‐12.","An American radio broadcaster broadcasts news and commentary on weekday mornings. Famous for ''The Rest of the Story'' segments. Listening audience of 24 million people a week. Paul Harvey's news was carried on 1200 radio stations, 400 Armed Forces",,,,OKDOT_GIS,12/10/2025 2:36:50 PM," Network stations, and 300 newspapers.",1,,,0.0212632084216267
205,Jared 'Jed' Douglas Hartley Memorial Highway,From the northern municipal boundary of Newkirk to the Kansas State line.,2006,,Kay,US 77,4,Jared 'Jed' Douglas Hartley Memorial Highway,From the northern municipal boundary of Newkirk to the Kansas State Line.,,"H. C. Res. 1050, Okla. Session Laws 2006; Commission Item 202 (b), 11‐6‐06.","An Army Specialist was killed on July 15, 2005, while serving his country in Iraq during the War on Terror.  His hometown was Newkirk, Oklahoma.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.108071198489665
206,Jean Pierre Chouteau Highway,Erection of markers between Muskogee and Vinita.,1971,,Mayes,US 69,8,Jean Pierre Chouteau Highway,Erection of markers between Muskogee and Vinita. ,,"Commission Item 28, 2‐4‐71.","1.  See Number 2, Jean Pierre Chouteau Highway.
2.  Major Chouteau was founder of the first permanent white settlement in Oklahoma, in 1796, located at the present town of Salina.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.889082868017082
207,Jennifer Lea Briggs and Heather Wilson Memorial Highway,Section of SH 33 beginning at the Cimarron River extending east to the US 177 in Payne County.,2017,,Payne,SH 33,4,Jennifer Lea Briggs and Heather Wilson Memorial Highway,A section of SH 33 beginning at the Cimarron River extending east to the US 177.,1698.250.,"Laws 2017, HB 1149, c. 216, § 2, eff. November 1, 2017     Commission Item 129, 10-2-2017.            ",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.185561926457484
209,Pawnee Bill Memorial Highway,From the City of Pawnee west to US 177.,1996,,Pawnee,US 64,8,Pawnee Bill Memorial Highway,From the City of Pawnee west to US 177.,,"H. J. Res. 1077, Okla. Session Laws 1996, pg. 1869;  Commission Item 139‐B, 8‐5‐96.",Major Gordon W. Lillie (Pawnee Bill) was a famous frontiersman and showman of wild west shows.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.259090385878329
210,Pearl Harbor Mem Expressway,The section between Memorial Drive in Tulsa and the Washington County Line.,2001,,Washington,US 169,8,Pearl Harbor Memorial Expressway,The section between Memorial Drive in Tulsa and the Washington County Line.,,"H. C. Res. 1007, Okla. Session Laws 2001; Commission Item 122‐B, 7‐2‐01.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.259668416955388
211,"Pearl Harbor Survivors: CBM Doyle E Winters, BM1c Jerry E Roop, S2c Donald G Loe and AM1 J.D. Barnes Memorial Highway",Section of US 59 beginning at SH 128 in Heavener extending notrh 2 miles in LeFlore County.,2017,,LeFlore,US 59,2,"Pearl Harbor Survivors: CBM Doyle E. Winters, BM1c Jerry E. Roop, S2c Donald G. Loe and AM1 J.D. Barnes Memorial Highway",A section of US 59 beginning at SH 128 in Heavener extending north 2 miles.,1698.259.,"Laws 2017, HB 1149, c. 216, § 11, eff. November 1, 2017; Amended by Laws 2018, HB 2519, c. 246, § 12, eff. November 1, 2018                                                             Commission Item 129, 10-2-2017.                              Commission",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.031736328405777
212,Pearl Harbor/U.S.S. Oklahoma Mem Hwy,The section of SH 77 beginning at the intersection of SH 9 in Cleveleand County extending north to I-240 in Oklahoma County.,2003,,"Cleveland, Oklahoma",SH 77H,4,Pearl Harbor/USS Oklahoma Memorial Highway,The section of SH 77H beginning at the intersection of SH 9 in Cleveland County extending north to  I‐240 in Oklahoma County.,1648A,"Senate Bill 280, c. 83, § 1, Okla. Session Laws 2003; Commission Item 91‐A‐1, 6‐2‐03.","The USS Oklahoma battleship had served in World War I and was sunk during the attack on Pearl Harbor on December 7, 1941.
This highway was named to honor the fallen sailors of the Pearl Harbor attack.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.210396412792209
213,Perryman Mem Hwy,The section from I-44 to the southern city limits of Glenpool.,1997,,Tulsa,US 75,8,Perryman Memorial Highway,The section from I‐44 to the southern City limits of Glenpool.,,"S. J. Res. 8, Okla. Session Laws 1997, pg. 2831; Amending 69 O.S. 1991, § 1619; Commission Item 125‐A, 6‐2‐97.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.221326765434743
214,Petty Officer Tony Randoph Memorial Highway,Beginning just east of Dewey Bartlett Road and extending east one mile within the Henryetta municipal limits.,2013,,Okmulgee,US 75B,1,Petty Officer Tony Randoph Memorial Highway,Beginning just east of Dewey Bartlett Road and extending east one mile within the Henryetta municipal limits.,1698.191.,"Senate Bill 418, c. 372, § 9, Okla. Session Laws 2013; Commission Item 154 (II, a), 11‐5‐2013.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0175777559786947
215,"PFC Albert E. Schwab, Medal of Honor Memorial Highway.",The section between I-244 and US 75.,2013,,Tulsa,SH 11,8,"PFC Albert E. Schwab, Medal of Honor Memorial Highway",The section between I‐244 and US 75.,1698.172.,"House Bill 1759, c. 270, § 13, Okla. Session Laws 2013; Commission Item 98(II, c), 7‐1‐13.","Awarded the Medal of Honor for gallantry and intrepidity at the risk of his life above and beyond the call of duty as a Flame‐Thrower Operator in action against enemy Japanese forces on Okinawa Shima in the Ryukyu Islands, May 7, 1945.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0912052504677563
216,"PFC John Reese, Jr., Medal of Honor/Purple Heart Memorial Highway",State Highway 20 between the municipal limits of Pryor and Salina.,2007,,Mayes,SH 20,8,"PFC John Reese, Jr., Medal of Honor/Purple Heart Memorial Highway ",Between the municipal limits of Pryor and Salina.,1698.11.,"Senate Bill 533, c. 150, § 5, Okla. Session Laws 2007; Commission Item 106 (4, e), 7‐16‐07.",He was killed in action in the Philippines while serving his country in the United States Army during World War II.  He was one of six Native Americans to receive the Medal of Honor.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.106009746576771
217,PFC Jon Ross Townsend Memorial Highway,A section of SH 88 beginning at County Road E0450 extending north 1 mile to County Road E0440.,2015,,Hughes,SH 88,3,PFC Jon Ross Townsend Memorial Highway,A section of SH 88 beginning at County Road E0450 extending north 1 mile to County Road E0440.,1698.221.,"House Bill 1354, c. 240, § 10, Okla. Session Laws 2015; ",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0145460264073654
218,"PFC Lonnie D. Loyd, Jr Memorial Highway","In Johnston County, from SH 7 north to the Johnston/Coal County Line.",2010,,"Johnston, Coal",SH 48,3,"PFC Lonnie D. Loyd, Jr. Memorial Highway","In Johnston County, from SH 7 north to the Johnston/Coal County Line.",1698.77.,"House Bill 2696, c. 232, § 2, Okla. Session Laws 2010; Commission Item 73(c, 2), 6‐7‐10.",Served in the Vietnam War.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0433478169299565
219,PFC Rex Lee Brown Memorial Highway,Between Porter and Tullahassee from 429th E. Avenue and 484th E. Avenue in Wagoner County,,,,,,,,,,,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,,,,0.0649472331208379
220,Pikey's Crossing Memorial Highway,Beginning at SH 37 and north to the Canadian River.,2013,,Grady,SH 4,7,Pikey's Crossing Memorial Highway,Beginning at SH 37 extending north to the Canadian River. ,1698.190.,"Senate Bill 418, c. 372, § 8, Okla. Session Laws 2013; Commission Item 154 (I, c), 11‐5‐2013.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0352018026071092
221,POW-MIA Mem Hwy,"From the junction of US 62 and SH 82 and SH 10 north to the Bertha Parker Bypass, south of Tahlequah.",1995,,Cherokee,"US-62, SH-10
& SH-82",1,POW‐MIA Memorial Highway,"From the junction of US 62, SH 82 and SH 10 north to the Bertha Parker Bypass, south of Tahlequah.",1626,"House Bill 1613, c. 62, § 2, Okla. Session Laws 1995, pg. 278; Commission Item 203‐B, 11‐6‐95.",Dedicated to soldiers who were ""Prisoners of War"" or ""Missing in Action"".,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0329731206485051
222,President Dwight D. Eisenhower Memorial Highway,Portion of US 81 beginning at 192nd Street NE extending south to Memorial Road in Canadian County.,2016,,Canadian,US 81,4,President Dwight D. Eisenhower Memorial Highway,The portion of US 81 beginning at 192nd Street NE extending south to Memorial Road.,1698.237.,"Laws 2016, HB 2268, c. 239, § 3, eff. November 1, 2016 Commission Item 159, 11-9-15",,***,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0582169084733043
223,President George H.W. Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0760 extending north ,2015,,Kingfisher,US 81,4,President George H.W.  Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0760 extending north approximately 3.6 miles. (Ending 1/2 mile south of County Road E0720 south of Dover.),1698.228.,"House Bill 1354, c. 240, § 3, Okla. Session Laws 2015; Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0593414962335106
224,President George W. Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0700 extending north 4 miles. (Ending 1/2 a mile south of County Road E0650).,2015,,Kingfisher,US 81,4,President George W. Bush Highway,A section of US 81 beginning 1/2 a mile north of County Road E0700 extending north 4 miles. (Ending 1/2 a mile south of County Road  E0650.),1698.229.,"House Bill 1354, c. 240, § 4, Okla. Session Laws 2015; Commission Item 159, 11-9-15",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.102916642367285
225,President Ronald Reagan Memorial Highway,"A section of US 81 beginning at Starlite Drive in Kingfisher extending north to County Road EW 780, 2 miles north of SH 33 north of Kingfisher.",2014,,Kingfisher,US 81,4,President Ronald Reagan Memorial Highway,"A section of US 81 beginning at Starlite Drive in Kingfisher extending north to County Road EW780, 2 miles north of SH 33 north of Kingfisher.",1698.194.,"House Bill 3018, c. 268, § 1, Okla. Session Laws 2014; Commission Item 146 (I, f), 11‐3‐2014.",Actor and 40th U. S. President from 1980 to 1989.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0585987587325607
226,Quanah Parker Trailway,The section between Rogers Lane in Lawton and the Altus City Limits.,1992,,"Jackson, Comanche",US 62,"5, 7",The Quanah Parker Trailway,The section between Rogers Lane in Lawton and the Altus City Limits. ,,"Commission Item 71, 5‐4‐92.","He lived from 1853 to 1911.  He was known as the greatest of the Comanche Chiefs.  He led his people on June 2, 1875, down the road (known today as US 62) to Fort Sill, where they surrendered to live in peace.  He bridged the gap between the old and new",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,worlds by being a political leader as a civil chief in a peaceful world.,1,,,0.784975394505112
228,Ray Fine Mem. Hwy,A section of  county road (NS 184) between Roland and Moffett.,1976,,Sequoyah,I‐40,1,Ray Fine Memorial Highway,A section of county road (NS 184) between Roland and Moffett. ,," Commission Item 102, 6‐7‐76.",Served as an Oklahoma State Senator from 1942 to 1964 and as State Representative from 1964 to 1972.,Incorrect Data,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0709899749888448
229,Raymond Gary Expressway,Beginning at the Texas state line north through Oklahoma to the Kansas State Line. (I-35 under construction at time of designation).,1956,,Statewide,I-35,4,Raymond Gary Expressway,Beginning at the Texas state line north through Oklahoma to the Kansas State line.  (I-35 under construction at time of designation.) ,1603,"""H. J. Res. 530, Okla. Session Laws 1957; Commission Item 802, 10‐16‐56; Commission Item 620 & 721, 9‐10‐56;
Commission """"Delegation from Pauls Valley ‐ US 77 Business
Men's Association"""", Resolution, pg. 74675, 10/6/58.      ""","Served as Governor of Oklahoma from January 1955 to January 1959 and was the first Governor born in Oklahoma since statehood.  He was born south of Madill on January 21, 1908. Served as State Senator from 1941 to 1954. He was known as ""Oklahoma's",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Road‐Buildingest Governor"". ""The Raymond Gary Expressway"" will be a lasting testimonial to the leadership, industry, and signal achievements of the Honorable Raymond Gary.",1,,,3.48094407973443
230,Raymond Gary Freeway,Beginning at I-40 extending west through the City of Clinton along I-40 Bus to the western connection of I-40. (This route previously knowsn as US-66).,1958,,Custer,I-40 Bus.,5,Raymond Gary Freeway ,Beginning at I-40 extending west through the City of Clinton along I-40 Bus to the western connection of I-40. (This route previously known as US-66.),,"Commission Item 777, 11‐17‐58.","Served as Governor of Oklahoma from January 1955 to January 1959 and was the first Governor born in Oklahoma since statehood.  He was born south of Madill on January 21, 1908. Served as State Senator from 1941 to 1954. He was known as ""Oklahoma's ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,Road‐Buildingest Governor"".,1,,,0.0827521378444796
231,Raymond Mallouf Memorial Highway,The section of SH 152 beginning at the second I-40 exit (23) extending west to N. 2nd Street in Sayre.,2010,,Beckham,SH 152,5,Raymond Mallouf Memorial Highway,The section of SH 152 beginning at the second I-40 exit (23) extending west to N. 2nd Street in Sayre. ,1698.86.,"House Bill 2696, c. 232, § 11, Okla. Session Laws 2010; Commission Item 73(c, 11), 6‐7‐10.","Raymond was a professional football player.  He played quarterback and tailback positions in the National Football League with the Chicago Cardinals and New York Giants.  He played from 1941 to 1949. He passed away on June 6, 2008.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0145736906634777
232,Rep. Elmer Maddux Highway,Between SH50 at Mooreland in Woodward Co. and Orienta in Major County.,2006,,Woodward,US-412,6,Representative Elmer Maddux Highway,Between SH 50 at Mooreland in Woodward County and Orienta in Major County.,1698.3.,"Senate Bill 1412, c. 275, § 9, Okla. Session Laws 2006; Commission Item 122 (e), 7‐10‐06.","Served as a Woodward County Commissioner for District 1 from January 5, 1987, to July 5, 1988, and in the Oklahoma State House of Representatives for District 58 from January 1989 to 2004.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.749929111498321
